Grown ^vprf+++xvbn+=GROWN-UP
or ^cc+cls+++=or
went ^vbd+++xvbn+=went
delicately ^rb++++=delicately
clothed ^vbd+++xvbn+=clothed
in ^in++++=in
such ^abl++++=such
pink ^jj++++=pink
and ^cc++++=and
spangles ^vbz+++??+=spangles?
? ^zz++++=EXTRAWORD
Hitherto ^rb++++=Hitherto
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
the ^ati++++=the
outward ^jjb+atrb+++=outward
woman ^nn++++=woman
as ^in++++=as
but ^cc++++=but
a ^at++++=a
drab ^jj+atrb+++=drab
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
hour ^nn++++=hour-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
shaped ^vbd+++xvbn+=shaped,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
legless ^jj++++=legless,
, ^zz++++=EXTRAWORD
bunched ^j+++xvbn+=bunched
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
constricted ^vwbn+++xvbn+=constricted
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
of ^in++++=of
movement ^nn+nom+++=movement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
given ^jj+++xvbn+=given
to ^to++++=to
deprecating ^vbg+++xvbg+=deprecating
lusty ^jj+atrb+++=lusty
action ^nn++++=action
of ^in++++=of
limb ^nn++++=limb.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
was ^vbd+bedz+vrb++=was
a ^at++++=a
revelation ^nn+nom+++=revelation!
! ^zz++++=EXTRAWORD
From ^in++++=From
henceforth ^rb++++=henceforth
our ^pp$+pp1+++=our
imaginations ^nns+nom+++=imaginations
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
be ^vbi++vrb++=be
revised ^jj+++xvbn+=revised
and ^cc+phrs+++=and
corrected ^jj+++xvbn+=corrected
up ^in+cmpx+++=up
to ^in++++=to
date ^nn++++=date.
. ^zz++++=EXTRAWORD
In ^in++++=In
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
swift ^jj++++=swift
rushes ^vbz++++=rushes
the ^ati++++=the
mind ^nn++++=mind
makes ^vbz++++=makes
in ^in++++=in
high ^jj++++=high-strung
- ^zz++++=EXTRAWORD
strung ^vbd+++xvbn+=EXTRAWORD
moments ^nns+nom+++=moments,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
myself ^ppl+pp1+++=myself
and ^cc++++=and
Coralie ^np+++??+=Coralie,
, ^zz++++=EXTRAWORD
close ^vb++++=close
enfolded ^vbd+++xvbn+=enfolded,
, ^zz++++=EXTRAWORD
pacing ^vbg+++xvbg+=pacing
the ^ati++++=the
world ^nn++++=world
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
o ^zz++++=o'er
'er ^jjr+atrb+++0=EXTRAWORD
hill ^nn++++=hill
and ^cc++++=and
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
through ^in++++=through
storied ^vbd+++xvbn+=storied
cities ^nns++++=cities,
, ^zz++++=EXTRAWORD
past ^jjb+atrb+++=past
rows ^nns++++=rows
of ^in++++=of
applauding ^xvbg+++xvbg+=applauding
relations ^nns+nom+++=relations,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
in ^in++++=in
my ^pp$+pp1+++=my
Sunday ^nr++++=Sunday
knickerbockers ^nns+nom+++=knickerbockers,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
in ^in++++=in
her ^pp$+pp3+++=her
pink ^jj++++=pink
and ^cc++++=and
spangles ^nns+++??+=spangles.
. ^zz++++=EXTRAWORD
Summers ^nns+nom+++=Summers
sicken ^vbd+++xvbn+=sicken,
, ^zz++++=EXTRAWORD
flowers ^nns+nom+++=flowers
fail ^vb++++=fail
and ^cc+phrs+++=and
die ^vb++++=die,
, ^zz++++=EXTRAWORD
all ^abn++++=all
beauty ^nn++++=beauty
but ^cc++++=but
rides ^vbz++++=rides
round ^rb++++=round
the ^ati++++=the
ring ^nn++++=ring
and ^cc++++=and
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
portal ^nn++++=portal;
; ^zz++++=EXTRAWORD
even ^rb++++=even
so ^ql++++=so
Coralie ^np+++??+=Coralie
passed ^vbd+++xvbn+=passed
in ^in++++=in
her ^pp$+pp3+++=her
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
poised ^j+++xvbn+=poised
sideways ^jjb++++=sideways,
, ^zz++++=EXTRAWORD
panting ^vbg+++xvbg+=panting,
, ^zz++++=EXTRAWORD
on ^rp++++=on
her ^pp3o+pp3+++=her
steed ^nn++++=steed;
; ^zz++++=EXTRAWORD
lightly ^rb++++=lightly
swayed ^vbd+++xvbn+=swayed
as ^ql++++=as
a ^at++++=a
tulip ^nn++++=tulip-bloom,
- ^zz++++=EXTRAWORD
bloom ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
bowing ^vbg+++xvbg+=bowing
on ^in++++=on
this ^dt+dem+++=this
side ^nn++++=side
and ^cc++++=and
on ^in++++=on
that ^dt+dem+++=that
as ^ql++++=as
she ^pp3a+pp3+++=she
disappeared ^vbd+seem++xvbnx+=disappeared;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
her ^pp$+pp3+++=her
went ^vbd+++xvbn+=went
my ^pp$+pp1+++=my
heart ^nn++++=heart
and ^cc++++=and
my ^pp$+pp1+++=my
soul ^nn++++=soul,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
light ^nn++++=light
and ^cc++++=and
the ^ati++++=the
glory ^nn++++=glory
and ^cc++++=and
the ^ati++++=the
entrancement ^nn+nom+++=entrancement
of ^in++++=of
the ^ati++++=the
scene ^nn++++=scene.
. ^zz++++=EXTRAWORD
Harold ^np++++=Harold
woke ^vbd+++xvbn+=woke
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
gasp ^nn++++=gasp.
. ^zz++++=EXTRAWORD
" ^zz++++="Wasn't
was ^vbd+bedz+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
she ^pp3a+pp3+++=she
beautiful ^jj++++=beautiful?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
in ^in++++=in
quite ^rb++++=quite
a ^at++++=a
subdued ^jj+atrb+++=subdued
way ^nn++++=way
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
a ^at++++=a
momentary ^jj+atrb+++=momentary
pang ^nn++++=pang.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
friendly ^jj+atrb+++=friendly
rivals ^nns++++=rivals
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
in ^in++++=in
many ^ap++++=many
an ^at++++=an
exploit ^nn++++=exploit;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
here ^rn+pl+++=here
was ^vbd+bedz+vrb++=was
altogether ^nn+nom+++=altogether
a ^at++++=a
more ^rbr++++=more
serious ^jj+atrb+++=serious
affair ^nn++++=affair.
. ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
strife ^nn++++=strife
and ^cc++++=and
coldness ^nns+nom+++=coldness,
, ^zz++++=EXTRAWORD
of ^in++++=of
civil ^jj+atrb+++=civil
war ^nn++++=war
on ^in++++=on
the ^ati++++=the
hearthstone ^nn+++??+=hearthstone
and ^cc++++=and
the ^ati++++=the
sundering ^jj+++xvbg+=sundering
of ^in++++=of
old ^jj+atrb+++=old
ties ^nns++++=ties?
? ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
recollected ^vbd+++xvbnx+=recollected
the ^ati++++=the
true ^jj+atrb+++=true
position ^nn+nom+++=position
of ^in++++=of
things ^nns++++=things,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
felt ^vbd+vprv++xvbn+=felt
very ^ql+amp+++=very
sorry ^uh++++=sorry
for ^in++++=for
Harold ^np++++=Harold;
; ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
inexorably ^rb++splt++=inexorably
written ^vpsv++agls+xvbnx+=written
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
give ^vb++++=give
way ^nn++++=way
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
the ^ati++++=the
elder ^nn++++=elder.
. ^zz++++=EXTRAWORD
Rules ^nns++++=Rules
were ^vbd+bed+aux++=were
not ^xnot++not++=not
made ^vbd+++xvbn+=made
for ^in+ppvb+++=for
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
sensibly ^rb++++=sensibly
constructed ^vbd+++xvbn+=constructed
universe ^nn++++=universe.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
little ^ap++++=little
more ^rbr++++=more
to ^to++++=to
wait ^vbi++++=wait
for ^in+strn+++=for,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
Coralie ^np+++??+=Coralie
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
I ^pp1a+pp1+++=I
lingered ^vbd+++xvbnx+=lingered
still ^jj+pred+++=still,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
chance ^nn++++=chance
of ^in++++=of
her ^pp$+pp3+++=her
appearing ^vbg+seem++xvbg+=appearing
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
moment ^nn++++=moment
the ^ati++++=the
clown ^nn++++=clown
tripped ^vbd+++xvbn+=tripped
up ^rp++++=up
and ^cc++++=and
fell ^vbd+++xvbn+=fell
flat ^nn++++=flat,
, ^zz++++=EXTRAWORD
with ^in++++=with
magnificent ^jj+atrb+++=magnificent
artifice ^nn++++=artifice,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
once ^rb"+tm+++=once
fresh ^jj+atrb+++=fresh
emotions ^nns+nom+++=emotions
began ^vbd+++xvbn+=began
to ^to++++=to
stir ^vbi++++=stir.
. ^zz++++=EXTRAWORD
Love ^nn++++=Love
had ^vbd+hvd+aux++=had
endured ^vprf+++xvbnx+=endured
its ^pp$+it+++=its
little ^jj+atrb+++=little
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stern ^jj+atrb+++=stern
ambition ^nn+nom+++=ambition
now ^rn+tm+++=now
asserted ^vbd+vpub+tht0+xvbn+=asserted
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
splendid ^jj++++=splendid
fellow ^jjb++++=fellow
like ^in++++=like
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
self ^nn++++=self-contained,
- ^zz++++=EXTRAWORD
contained ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
of ^in++++=of
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
agile ^jj++++=agile
beyond ^in++++=beyond
conception ^nn+nom+++=conception,
, ^zz++++=EXTRAWORD
braving ^vbg+++xvbg+=braving
the ^ati++++=the
forces ^nns++++=forces
of ^in++++=of
society ^nn++++=society,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hand ^nn++++=hand
against ^in++++=against
everyone ^pn++++=everyone,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
always ^rb++++=always
getting ^vbg+++xvbg+=getting
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
it ^pp3+it+++=it!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
freshness ^nns+nom+++=freshness
of ^in++++=of
humour ^nn++++=humour,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
courtesy ^nn++++=courtesy
to ^in++++=to
dames ^nns++++=dames,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
triumphant ^jj+atrb+++=triumphant
ability ^nn+nom+++=ability
to ^in+ncmp+++=to
discomfit ^jj+atrb++??+=discomfit
rivals ^nns++++=rivals,
, ^zz++++=EXTRAWORD
frock ^nn++++=frock-coated
- ^zz++++=EXTRAWORD
coated ^vwbn+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
moustached ^vwbn+++xvbn+=moustached
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
might ^md+pos+++=might
be ^vb+be+vrb++=be!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
what ^wdt+who+++=what
a ^at++++=a
grand ^jj++++=grand,
, ^zz++++=EXTRAWORD
self ^nn++++=self-confident
- ^zz++++=EXTRAWORD
confident ^jj++++=EXTRAWORD
straddle ^vb++++=straddle
of ^in++++=of
the ^ati++++=the
legs ^nns++++=legs!
! ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
could ^md+pos+++=could
desire ^vb++++=desire
a ^at++++=a
finer ^jjr+atrb+++=finer
career ^nn++++=career
than ^in++++=than
to ^to++++=to
go ^vbi++++=go
through ^in++++=through
life ^nn++++=life
thus ^rb+cnj+++=thus
gorgeously ^jj++++=gorgeously
equipped ^jj+++xvbn+=equipped!
! ^zz++++=EXTRAWORD
Success ^nns+nom+++=Success
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
key ^nn++++=key-note,
- ^zz++++=EXTRAWORD
note ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
adroitness ^nns+nom+++=adroitness
his ^pp$+pp3+++=his
panoply ^jj++++=panoply,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mellow ^jj+atrb+++=mellow
music ^nn++++=music
of ^in++++=of
laughter ^nn+nom+++=laughter
his ^pp$+pp3+++=his
instant ^nn+nom+++=instant
reward ^nn++++=reward.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Coralie ^np++++=Coralie's
's ^$++++=EXTRAWORD
image ^nn++++=image
wavered ^vbd+++xvbn+=wavered
and ^cc+phrs+++=and
receded ^vbd+++xvbn+=receded.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
come ^vb++++=come
back ^jjb++++=back
to ^in++++=to
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
clown ^jj+++xvbn+=clown
all ^abn++++=all
the ^ati++++=the
working ^jj+atrb++xvbg+=working
hours ^nns++++=hours
of ^in++++=of
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
The ^ati++++=The
short ^jj+atrb+++=short
interval ^nn+nom+++=interval
was ^vbd+bedz+aux++=was
ended ^vpsv++agls+xvbnx+=ended:
: ^zz++++=EXTRAWORD
the ^ati++++=the
band ^nn++++=band,
, ^zz++++=EXTRAWORD
with ^in++++=with
long ^jj++++=long-drawn
- ^zz++++=EXTRAWORD
drawn ^xvbn+++xvbn+=EXTRAWORD
chords ^nns++++=chords,
, ^zz++++=EXTRAWORD
sounded ^j+++xvbn+=sounded
a ^at++++=a
prelude ^nn++++=prelude
touched ^vbd+++xvbn+=touched
with ^in++++=with
significance ^nn+nom+++=significance;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
programme ^nn++++=programme,
, ^zz++++=EXTRAWORD
in ^in++++=in
letters ^nns+nom+++=letters
overtopping ^vwbg+++xvbg+=overtopping
their ^pp$+pp3+++=their
fellows ^nns++++=fellows,
, ^zz++++=EXTRAWORD
proclaimed ^j+++xvbn+=proclaimed
Zephyrine ^np+++??+=Zephyrine,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Bride ^nn++++=Bride
of ^in++++=of
the ^ati++++=the
Desert ^nn++++=Desert,
, ^zz++++=EXTRAWORD
in ^in++++=in
her ^pp$+pp3+++=her
unequalled ^vbd+++xvbn+=unequalled
bare ^jj++++=bare-back
- ^zz++++=EXTRAWORD
back ^jjb+atrb+++=EXTRAWORD
equestrian ^jj+atrb+++=equestrian
interlude ^nn++++=interlude.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
sated ^jj+++xvbn+=sated
was ^vbd+bedz+vrb++=was
I ^pp1a+pp1+++=I
already ^rb++++=already
with ^in++++=with
beauty ^nn++++=beauty
and ^cc++++=and
with ^in++++=with
wit ^nn++++=wit,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
hardly ^rb+down+++=hardly
dared ^vbd+++xvbn+=dared
hope ^nn++++=hope
for ^in++++=for
a ^at++++=a
fresh ^jj+atrb+++=fresh
emotion ^nn+nom+++=emotion.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
her ^pp3o+pp3+++=her
title ^nn++++=title
was ^vbd+bedz+aux++=was
tinged ^vpsv++agls+xvbnx+=tinged
with ^in++++=with
romance ^nn+nom+++=romance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Coralie ^np++++=Coralie's
's ^$++++=EXTRAWORD
display ^nn++++=display
had ^vbd+hvd+aux++=had
aroused ^vprf+++xvbnx+=aroused
in ^in++++=in
me ^pp1o+pp1+++=me
an ^at++++=an
interest ^nn++++=interest
in ^in++++=in
her ^pp$+pp3+++=her
sex ^nn++++=sex
which ^whp+rel+obj++=which
even ^rb++++=even
herself ^ppl+pp3+++=herself
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
satisfy ^vbi++++=satisfy
entirely ^rb+amp+++=entirely.
. ^zz++++=EXTRAWORD
Brayed ^np+++??+=Brayed
in ^in++++=in
by ^in++++=by
trumpets ^nns++++=trumpets,
, ^zz++++=EXTRAWORD
Zephyrine ^np+++??+=Zephyrine
swung ^vbd+++xvbn+=swung
passionately ^rb++++=passionately
into ^in++++=into
the ^ati++++=the
arena ^nn++++=arena.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
bound ^vbd+++xvbn+=bound
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
erect ^jj++++=erect,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
foot ^nn++++=foot
upon ^in++++=upon
each ^dt++++=each
of ^in++++=of
her ^pp$+pp3+++=her
supple ^jj++++=supple,
, ^zz++++=EXTRAWORD
plunging ^vbg+++xvbg+=plunging
Arabs ^nn++++=Arabs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^rb++++=at
once ^rb"+tm+++=once
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
my ^pp$+pp1+++=my.
. ^zz++++=EXTRAWORD
fate ^nn++++=fate
was ^vbd+bedz+aux++=was
sealed ^vpsv++agls+xvbnx+=sealed,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
chapter ^nn++++=chapter
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Bride ^nn++++=Bride
of ^in++++=of
the ^ati++++=the
Desert ^nn++++=Desert
was ^vbd+bedz+vrb++=was
the ^ati++++=the
one ^cd1++++=one
bride ^nn++++=bride
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Black ^jj++++=Black
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
raiment ^nn+nom+++=raiment,
, ^zz++++=EXTRAWORD
great ^jj+atrb+++=great
silver ^nn++++=silver
stars ^nns++++=stars
shone ^vbd+++xvbn+=shone
through ^in++++=through
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
caught ^j+++xvbn+=caught
in ^in++++=in
the ^ati++++=the
dusky ^nn+++??+=dusky
twilight ^nn++++=twilight
of ^in++++=of
her ^pp$+pp3+++=her
gauze ^nn++++=gauze;
; ^zz++++=EXTRAWORD
black ^jj++++=black
as ^ql++++=as
her ^pp3o+pp3+++=her
own ^ap++++=own
hair ^nn++++=hair
were ^vbd+bed+vrb++=were
the ^ati++++=the
two ^cd++++=two
mighty ^ql++++=mighty
steeds ^nns++++=steeds
she ^pp3a+pp3+++=she
bestrode ^nn+++??+=bestrode.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
tempest ^nn++++=tempest
they ^pp3a+pp3+++=they
thundered ^vbd+++xvbnx+=thundered
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
whirlwind ^nn++++=whirlwind,
, ^zz++++=EXTRAWORD
a ^at++++=a
scirocco ^nn+++??+=scirocco
of ^in++++=of
tan ^nn++++=tan;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
cheeks ^nns++++=cheeks
bore ^vbd+++xvbn+=bore
the ^ati++++=the
kiss ^nn++++=kiss
of ^in++++=of
an ^at++++=an
Eastern ^jj+atrb+++=Eastern
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sand ^nn++++=sand-storms
- ^zz++++=EXTRAWORD
storms ^nns++++=EXTRAWORD
of ^in++++=of
her ^pp$+pp3+++=her
native ^jj+atrb+++=native
desert ^nn++++=desert
were ^vbd+bed+vrb++=were
her ^pp$+pp3+++=her
satellites ^nns++++=satellites.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
was ^vbd+bedz+aux++=was
Coralie ^np+++??+=Coralie,
, ^zz++++=EXTRAWORD
with ^in++++=with
her ^pp$+pp3+++=her
pink ^jj+atrb+++=pink
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
golden ^jj+atrb+++=golden
hair ^nn++++=hair
and ^cc++++=and
slender ^jj+atrb+++=slender
limbs ^nns++++=limbs,
, ^zz++++=EXTRAWORD
beside ^in+pl+++=beside
this ^dt+dem+++=this
magnificent ^jj++++=magnificent,
, ^zz++++=EXTRAWORD
full ^jj++++=full-figured
- ^zz++++=EXTRAWORD
figured ^xvbn+++xvbn+=EXTRAWORD
Cleopatra ^np+++??+=Cleopatra?
? ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
twinkling ^jj+++xvbg+=twinkling
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
scouring ^vbg+++xvbgx+=scouring
the ^ati++++=the
desert ^nn++++=desert
she ^pp3a+pp3+++=she
and ^cc++++=and
I ^pp1a+pp1+++=I
and ^cc++++=and
the ^ati++++=the
two ^cd++++=two
coal ^nn++++=coal-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
Side ^nn++++=Side
by ^in++++=by
side ^nn++++=side,
, ^zz++++=EXTRAWORD
keeping ^vbg+++xvbg+=keeping
pace ^nn++++=pace
in ^in++++=in
our ^pp$+pp1+++=our
swinging ^jj+atrb++xvbg+=swinging
gallop ^nn++++=gallop,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
distanced ^vbd+++xvbn+=distanced
the ^ati++++=the
ostrich ^nn++++=ostrich,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
outstrode ^nn+++??+=outstrode
the ^ati++++=the
zebra ^nn+++??+=zebra;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
as ^ql++++=as
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem+tht0+xvbn+=seemed
the ^ati++++=the
wilderness ^nns+nom+++=wilderness
blossomed ^vbd+++xvbn+=blossomed
like ^in++++=like
the ^ati++++=the
rose ^nn+++xvbn+=rose.
. ^zz++++=EXTRAWORD
________________________________ ^nn+++??+=____________________________________________________________
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
rightly ^rb++++=rightly
how ^wrb+who+++=how
we ^pp1a+pp1+++=we
got ^vbd+++xvbn+=got
home ^nr++++=home
that ^tht+rel+++=that
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
road ^npl++++=road
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
everywhere ^rb++++=everywhere
strange ^jj+atrb+++=strange
presences ^nns+nom+++=presences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
thud ^nn++++=thud
of ^in++++=of
phantom ^nn++++=phantom
hoofs ^nns++++=hoofs
encircled ^vbd+++xvbn+=encircled
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
In ^in++++=In
my ^pp$+pp1+++=my
nose ^nn++++=nose
was ^vbd+bedz+vrb++=was
the ^ati++++=the
pungent ^jj+atrb+++=pungent
circus ^npl++++=circus-smell;
- ^zz++++=EXTRAWORD
smell ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
crack ^nn++++=crack
of ^in++++=of
the ^ati++++=the
whip ^nn++++=whip
and ^cc++++=and
the ^ati++++=the
frank ^np++++=frank
laugh ^nn++++=laugh
of ^in++++=of
the ^ati++++=the
clown ^jj+++xvbn+=clown
were ^vbd+bed+vrb++=were
in ^in++++=in
my ^pp$+pp1+++=my
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
The ^ati++++=The
funny ^jj+atrb+++=funny
man ^nn++++=man
thoughtfully ^rb++++=thoughtfully
abstained ^jj+++xvbn+=abstained
from ^in++++=from
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
left ^vbd+++xvbn+=left
our ^pp$+pp1+++=our
illusion ^nn++++=illusion
quite ^rb++++=quite
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
sparing ^vbg+++xvbg+=sparing
us ^pp1o+pp1+++=us
all ^abn++++=all
jarring ^nn++++=jarring
criticism ^nn+nom+++=criticism
and ^cc++++=and
analysis ^nn++++=analysis;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
me ^pp1o+pp1+++=me
no ^at++++=no
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
deposited ^vbd+++xvbnx+=deposited
us ^pp1o+pp1+++=us
at ^in++++=at
our ^pp$+pp1+++=our
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
to ^to++++=to
get ^vbi++++=get
rid ^xvbn+++xvbn+=rid
of ^in++++=of
the ^ati++++=the
clumsy ^jj+atrb+++=clumsy
expressions ^nns++++=expressions
of ^in++++=of
gratitude ^nn++++=gratitude
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
